accession,ENSEBL,K198R_S,K198R_M,R47G,D156E,pval_K198Rs,pval_K198Rm,pval_R47G,pval_D156E
Q969G6,ENSG00000135002,1.850222461,-0.19867324,-0.511303781,0.115854837,0.01068437,0.065912401,0.069595948,0.356754316
Q92882,ENSG00000134996,-1.15913161,-0.178312057,0.104886533,0.107217886,0.000410312,0.137412429,0.523680933,0.552022555
A0A0A0MTB8,ENSG00000134987,1.378589119,-0.132285259,0.144375376,0.482000505,0.000212916,0.747438934,0.34384243,0.052902218
E9PFT7,ENSG00000134982,0.58887851,-0.091169429,-0.007333489,0.241307196,0.031015792,0.580054771,0.928207212,0.074011365
P46977,ENSG00000134910,-1.129365767,-0.028912057,0.007107445,-0.139464042,0.000162582,0.484240316,0.820108795,0.095119401
Q9HA77,ENSG00000134905,0.113534117,-0.005622121,-0.240981158,-0.199805454,0.666873807,0.789484616,0.10580328,0.135604756
Q6UW63,ENSG00000134901,-0.97305234,-0.264561358,0.024747904,-0.099699346,0.000115375,0.010458131,0.434626412,0.132009
P29144,ENSG00000134900,-1.004862459,0.001113001,-0.107834554,-0.314329467,0.000421474,0.837010507,0.184665629,0.040065116
Q9NWB6,ENSG00000134884,0.11103572,-0.103054122,0.139173321,0.252818999,0.381103445,0.713342766,0.420857827,0.150193561
Q8NBM4,ENSG00000134882,-0.496381946,-0.156021249,0.238783851,-0.000764316,0.002007787,0.203029072,0.052223622,0.959170918
P16234,ENSG00000134853,-4.480262886,0.031384559,-0.704029571,-0.957633699,0.006994514,0.690098168,0.223103555,0.12442299
Q9HC07,ENSG00000134851,-1.364990448,-0.05686829,0.045333439,-0.162563634,7.15E-05,0.664633398,0.589398091,0.072384808
O95864,ENSG00000134824,0.105141566,-0.330553533,0.696167592,-1.094905328,0.389187803,0.635749037,0.049756358,0.114683752
P62072,ENSG00000134809,2.616118234,0.895890437,1.02259388,-0.002962733,0.00058962,0.034661695,0.023256906,0.823623211
A0A0A0MTS9,ENSG00000134775,-0.335394341,0.317821296,0.807078702,-0.363004877,0.015571536,0.014300659,0.082300471,0.053558643
A0A7P0T8Y5,ENSG00000134769,2.482756037,0.342322401,-0.407818987,-0.07326756,0.006116176,0.713923846,0.377411996,0.637078186
Q02413,ENSG00000134760,-2.954754281,-0.694302283,-0.505084177,-0.256585309,0.018587906,0.260236883,0.343110044,0.55567258
Q6IA86,ENSG00000134759,0.28282684,-0.125324958,-0.117042142,0.01375582,0.011196543,0.446240621,0.501972627,0.681166236
Q8NAV1,ENSG00000134748,0.897945105,-0.135145207,-0.015651353,0.273509539,0.000597509,0.311586427,0.871874364,0.077360995
A0A0C4DFM7,ENSG00000134744,1.029776693,0.144045624,0.089089688,-0.073747883,3.96E-05,0.138182306,0.27696279,0.333586863
Q96K17,ENSG00000134717,0.834639861,0.15851055,-0.186876508,-0.017669189,0.002664932,0.100466429,0.095863536,0.878731226
Q9UJC3,ENSG00000134709,3.01321527,-0.286306649,-0.441367252,-0.349512828,0.001338644,0.233757843,0.149675783,0.168062831
Q13823,ENSG00000134697,1.029330662,-0.094446756,0.307891201,0.422305117,0.0004189,0.809791823,0.090515307,0.054852202
Q53HL2,ENSG00000134690,2.947699099,-0.041878788,0.610859766,1.123056021,0.008104296,0.90521501,0.155974448,0.056372199
A0A0A0MSI2,ENSG00000134686,0.982215233,-0.555808967,-1.065256717,0.300157416,0.001562179,0.276674189,0.098278195,0.163464733
P54577,ENSG00000134684,0.48607432,0.339520435,-0.054543957,0.007141806,0.000199044,0.00693254,0.259850561,0.918336002
Q5T1Z8,ENSG00000134644,0.199187438,-0.299103011,0.061976685,0.044684864,0.044963764,0.252357407,0.266850058,0.344710928
Q8NBY1,ENSG00000134602,1.727788483,0.367744731,0.234674906,0.316524879,6.89E-05,0.028189545,0.128305816,0.163399383
A0A5F9ZHR7,ENSG00000134575,-0.827769438,-0.12254398,0.038497325,-0.349607477,0.01254152,0.435499495,0.915437238,0.138299737
Q92466,ENSG00000134574,0.632838697,-0.277509167,-0.378502479,-0.30959599,0.004698773,0.189191549,0.070747864,0.095119401
O75096,ENSG00000134569,-0.257326292,-0.090892187,0.69803009,0.527447479,0.642499682,0.968748871,0.061721786,0.097584057
Q92608,ENSG00000134516,-1.919989998,-0.105099258,0.033479347,-0.04776024,0.000189748,0.289893517,0.644142428,0.596395357
Q719H9,ENSG00000134504,0.80352374,-0.434085883,-0.017995478,0.16731596,0.012519486,0.257340002,0.868349783,0.622903732
D6RG18,ENSG00000134480,0.769822276,-0.715405738,-0.477911584,0.56096325,0.002405356,0.108302592,0.224756389,0.053733309
Q96I25,ENSG00000134453,0.574859486,-0.17635973,-0.223744121,0.389037557,0.004749565,0.62229611,0.474212852,0.071442625
A0A2R8Y566,ENSG00000134444,0.395324363,0.022896065,-0.085970327,-0.161915837,0.001506892,0.982832905,0.223745517,0.081109461
O43776,ENSG00000134440,0.220595003,-0.074309764,-0.166606208,-0.036310685,0.027024346,0.249461759,0.084348764,0.432265432
P62244,ENSG00000134419,-0.41169945,0.175012371,0.685972634,0.037089622,0.000751198,0.078429717,0.028158528,0.412654246
Q99595,ENSG00000134375,-0.063859486,0.106204821,0.407591688,0.399084353,0.705488428,0.464173131,0.232821812,0.057505287
Q6P1J9,ENSG00000134371,1.069129845,-0.014402997,0.301995496,0.446207754,0.000710119,0.895919142,0.136672151,0.065923171
A0A0A0MRJ3,ENSG00000134369,-2.187438059,-0.546542804,-0.231859532,0.084886817,0.005226501,0.257139973,0.844670794,0.287617349
P00338,ENSG00000134333,-2.153107279,0.005623682,0.215495616,-0.281959958,0.000937508,0.78369669,0.28367126,0.104962926
Q2TAA2,ENSG00000134330,-0.381018535,0.091598798,0.171317962,-0.026779194,0.036434706,0.804389047,0.527041484,0.736585674
Q14693,ENSG00000134324,-0.813995256,-1.288899146,-1.068949322,-0.224126236,0.001908042,0.004921671,0.010448445,0.15309925
O75116,ENSG00000134318,-0.887145731,0.080273704,-0.304889483,-0.350055964,0.001121126,0.565687427,0.052660148,0.050524241
A0A1W2PPB7,ENSG00000134313,-1.078134259,0.157196535,0.344624993,0.072974719,0.008200079,0.699195547,0.222098514,0.993079486
P27348,ENSG00000134308,-0.910948751,-0.456177166,-0.448427674,0.136229087,0.000316523,0.013133805,0.02361413,0.247691881
Q96QD8,ENSG00000134294,0.301174915,-0.58424024,0.667357766,-0.080505822,0.073000196,0.129005671,0.028823379,0.923269533
P61204,ENSG00000134287,-0.162941965,0.274587223,0.329583421,-0.001511829,0.077639128,0.072999729,0.080060156,0.772970413
Q9NYL4,ENSG00000134285,-2.334319002,-0.559759411,-0.301828565,-0.459309111,8.59E-05,0.004701435,0.026142107,0.013282228
F8W0Q9,ENSG00000134283,0.92047997,-0.00454394,-0.196242912,0.08908322,0.000340561,0.851651948,0.452955682,0.451302203
Q08AE8,ENSG00000134278,-0.023958814,-0.324754241,-0.196864293,-0.232813664,0.877704666,0.220867081,0.42240045,0.289181566
Q99747,ENSG00000134265,0.083944023,-0.109070942,-0.177050549,-0.257390255,0.079041246,0.07736379,0.029393278,0.019275396
B1ALD0,ENSG00000134262,-0.640824263,0.207094723,0.411123056,0.034607394,0.010535983,0.538661789,0.292578119,0.997013796
Q9Y6K0,ENSG00000134255,-0.467233831,-0.158049564,-0.117149879,-0.310687099,0.0022857,0.081274421,0.149150408,0.035829339
Q04721,ENSG00000134250,-1.788292994,-0.031019355,-0.304358393,-0.474375842,0.000288604,0.664594321,0.049486633,0.025540778
R4GMU8,ENSG00000134248,0.426796007,-0.110861661,-1.101889502,-0.469025652,0.178427463,0.607230895,0.039611531,0.12442299
Q9P2B2,ENSG00000134247,0.705193766,1.184970673,-0.288786326,-0.445149958,0.00043112,0.001160037,0.015346277,0.007090043
P21266,ENSG00000134202,-0.302970712,1.306001104,0.418454068,-0.248480983,0.004381461,0.000184313,0.010082259,0.051142687
Q5VTL8,ENSG00000134186,0.646837624,-0.316703403,-0.16487385,0.277436946,0.003663352,0.267914251,0.577845393,0.130982324
P09488,ENSG00000134184,-3.050086911,2.574022522,2.365199992,2.078148997,0.026256214,0.001151837,0.004186636,0.012678793
Q9NPA0,ENSG00000134153,0.221616494,-0.244136334,-0.183525941,-0.087210438,0.041475235,0.080699495,0.149586238,0.35566175
Q9NVJ2,ENSG00000134108,-0.871498736,-0.116019434,0.218881766,-0.233771156,0.006965269,0.385738034,0.372508108,0.168011238
P40337,ENSG00000134086,0.602184102,0.832149473,0.262592812,0.095295676,0.016472514,0.032601034,0.536024525,0.881612905
Q9BV44,ENSG00000134077,-0.360182153,0.215896249,0.083858069,-0.238858602,0.002227898,0.063028288,0.237693706,0.052161069
Q14012,ENSG00000134072,0.479976446,0.44230089,0.253870169,-0.028878692,0.001810406,0.017543333,0.081125322,0.975932289
P50613,ENSG00000134058,0.431340072,-0.302667158,0.024711829,0.270546237,0.00139767,0.093447629,0.651071104,0.073637278
P14635,ENSG00000134057,2.928089436,-0.707666787,-0.158049199,0.488530061,3.29E-05,0.078552065,0.7676609,0.059959043
P82909,ENSG00000134056,-0.414243507,0.179159948,0.245234209,-0.300776656,0.00711611,0.136355813,0.074008337,0.053439602
A0A1W2PNR9,ENSG00000134049,1.479262852,0.166484794,-0.162666741,0.87626698,0.00214899,0.832850453,0.739005918,0.554893949
Q9UBB5,ENSG00000134046,-0.346943035,-0.174261292,0.179633397,0.034005991,0.008803028,0.174182941,0.1400362,0.505952435
O43310,ENSG00000134030,-0.839371402,0.166561669,-0.12656945,-0.200037721,0.001890743,0.209690493,0.286946144,0.119266579
Q9H9T3,ENSG00000134014,0.364048774,0.128438903,0.098145635,-0.007842678,0.003038474,0.154513583,0.251325909,0.720931838
Q9Y4K0,ENSG00000134013,-2.355857803,0.346759753,-0.650235788,-0.280703682,0.012290415,0.469309784,0.178724873,0.340860199
P05198,ENSG00000134001,-0.165900852,-0.066396193,-0.010762526,0.01435902,0.009149002,0.085660841,0.873721883,0.342652054
G3V4A5,ENSG00000133997,0.643004495,-0.072926696,-0.018419348,0.339758115,0.003251907,0.932131877,0.956956164,0.089200743
P49757,ENSG00000133961,-1.304799239,-0.310145691,-0.109033896,-0.343483129,0.001326643,0.087055386,0.391028112,0.080960304
Q9UKR5,ENSG00000133935,0.741161042,-0.419577207,-0.78412028,-0.351581142,0.002664932,0.081972853,0.033903049,0.107111793
A0A5F9ZHS3,ENSG00000133895,2.129839693,0.238585975,0.130002365,0.429089043,0.000692937,0.16830983,0.344611205,0.056872975
J3KMZ8,ENSG00000133884,0.807795083,-0.0497257,0.106119475,0.430122976,0.001940635,0.952345134,0.405735825,0.06421205
O60293,ENSG00000133858,1.243311188,0.096339099,-0.037728503,0.175881832,0.006037363,0.328558639,0.977979877,0.236767008
P51659,ENSG00000133835,-0.697436718,0.170253879,-0.121272592,-0.434179888,0.000296123,0.034942545,0.063875454,0.010976581
P62070,ENSG00000133818,-1.933238392,0.136907285,-0.354016755,-0.95236192,0.019471839,0.954786996,0.3412746,0.116994234
O94851,ENSG00000133816,-1.930845242,-0.647377169,0.326270296,0.305049881,3.40E-05,0.001725888,0.024891873,0.117820621
A0A6Q8PHP8,ENSG00000133812,-0.705900743,0.195238616,-0.099516215,-0.526345891,0.074301315,0.646236375,0.709163881,0.192047156
Q9UH65,ENSG00000133789,-1.51000708,0.605200215,-0.211819507,-0.395299843,0.00118194,0.012050726,0.166999057,0.068322862
P29218,ENSG00000133731,-0.587236883,-0.062156086,-0.255053318,-0.339089025,0.000945735,0.426761372,0.061721786,0.089593846
A0A6I8PIV1,ENSG00000133706,0.301189842,0.429980091,0.230673957,0.139666197,0.000782092,0.001726872,0.017745129,0.225637888
O15397,ENSG00000133704,0.748489872,0.316269321,0.336017404,0.26596821,0.007409005,0.208536521,0.191538146,0.226917578
P01116,ENSG00000133703,-0.509677886,0.358582801,0.139081322,-0.172977959,0.023508819,0.101876346,0.55000467,0.265034728
Q9H7F0,ENSG00000133657,-1.251135291,-0.397337924,-0.181066749,-0.884944806,0.004269213,0.121010861,0.374567837,0.047591882
Q96P47,ENSG00000133612,-0.05084775,-0.339448857,0.08526535,0.058888471,0.376974466,0.066432117,0.600903366,0.776323379
P0CG30,ENSG00000133433,-0.645813994,-0.032083583,0.506764091,-1.171022893,0.177919274,0.766658083,0.447235707,0.14552837
Q9Y6X9,ENSG00000133422,1.119804525,-0.184945362,0.121531871,0.304274736,0.000940873,0.366107496,0.456906973,0.061538551
Q9BTT4,ENSG00000133398,1.561712667,0.146227068,0.496519757,-0.040796417,0.000259142,0.731930535,0.07218897,0.650166357
O95197,ENSG00000133318,-0.271795822,0.229275971,0.01650147,0.113912194,0.027686949,0.100466429,0.918088338,0.504239025
Q6RFH5,ENSG00000133316,1.024926014,-0.195053317,-0.046283134,0.320528484,0.000116142,0.54866542,0.99697045,0.065017951
Q9BQ69,ENSG00000133315,0.774762884,-0.477604739,-0.679881547,-0.130395841,0.005864629,0.107115565,0.072925044,0.40703557
Q96KP4,ENSG00000133313,0.603654653,0.16644491,0.214789358,-0.378348758,0.000376259,0.070423045,0.041275799,0.02124878
P78368,ENSG00000133275,-0.066414747,-0.419853366,-0.445592603,-0.056691391,0.476671096,0.117831209,0.151346214,0.565231859
Q9NZL4,ENSG00000133265,0.688882125,0.049773198,-0.157463567,-0.058108381,9.84E-05,0.432889288,0.206742882,0.642119829
Q9BX70,ENSG00000133243,-0.466408839,0.135397761,-0.040120203,0.047413325,0.00653093,0.213763362,0.87503115,0.622903732
Q8IYB3,ENSG00000133226,0.104340358,-0.170204059,0.104395728,0.355449261,0.318208841,0.613675027,0.434665818,0.088609611
J3KRX2,ENSG00000133195,-0.153238876,-0.212616588,-0.552156357,-0.54506143,0.227677735,0.227320896,0.08444969,0.054496607
D6RIH3,ENSG00000133142,-0.225879386,-1.062921244,-1.247716279,-0.024926482,0.069452586,0.007656853,0.06262529,0.620418796
Q0IIM8,ENSG00000133138,-0.908908826,0.008802947,0.085319162,0.051303885,0.000503209,0.989355175,0.716861205,0.637667048
O14654,ENSG00000133124,2.040849702,0.332944717,0.10838556,-0.420529407,0.000111065,0.65939095,0.904258324,0.31430865
Q9Y3M8,ENSG00000133121,-2.170256828,0.561750169,0.014749236,-0.207365197,9.29E-05,0.009806429,0.958337755,0.136468378
P40938,ENSG00000133119,0.908405134,-0.310996582,0.232271445,0.608186444,0.011225164,0.736136317,0.382962376,0.100863358
A0A0A0MRI1,ENSG00000133114,0.669105441,-0.153441454,0.013516866,0.176248201,0.000533992,0.159422149,0.994372433,0.293443615
Q5W0H4,ENSG00000133112,-1.245335611,-0.399386111,0.00349495,0.140603428,0.006841487,0.174435664,0.940194383,0.410741921
Q15063,ENSG00000133110,-1.181592329,-0.039647146,-0.202543573,0.645092499,0.066477942,0.751829919,0.542619425,0.213346775
Q8N0X7,ENSG00000133104,-0.585302804,-0.200553818,-0.288010747,-0.112852346,0.001171543,0.057901974,0.040608184,0.149547256
Q9Y2V7,ENSG00000133103,-0.343278104,0.119103381,-0.053234452,-0.037897693,0.002173256,0.09783545,0.384409898,0.554091884
O15075,ENSG00000133083,1.791649267,1.196044404,0.523496941,-1.161946623,0.000512506,0.009806429,0.147415123,0.121449093
A0A494BZV2,ENSG00000133030,-0.97388661,-0.571955648,-0.275865911,-0.362289111,0.010657553,0.081835077,0.22896704,0.141625543
J3QL56,ENSG00000133028,0.713634227,-0.329522272,-0.761038305,-0.327165279,0.003699573,0.142864176,0.041302819,0.129655097
P35580,ENSG00000133026,-0.278783978,-0.95713868,-0.315730582,-0.052326529,0.025051076,0.008934,0.067857453,0.42283923
Q9UPY6,ENSG00000132970,-0.720201198,0.009082665,0.022283635,-1.079205721,0.007331706,0.899331923,0.969210913,0.026814844
Q9C0E2,ENSG00000132953,0.342687469,0.15338811,-0.01973542,0.349790237,0.00149466,0.054191697,0.975878141,0.068322862
Q9UJW0,ENSG00000132912,-0.7950761,-0.101663967,-0.029340284,-0.173419789,0.001041423,0.217162547,0.536359306,0.096142955
O00203,ENSG00000132842,-0.838416112,0.15140138,0.225268487,-0.114560057,0.000594045,0.131135944,0.055644496,0.138074602
O95685,ENSG00000132825,-0.59920449,0.038583303,-0.033498772,-0.042873824,0.002798324,0.894574509,0.654041917,0.656067151
Q13530,ENSG00000132824,-2.697784883,-1.054680395,0.097472222,-1.06513228,0.00136092,0.01806482,0.644172995,0.0412622
Q9BQK8,ENSG00000132793,-1.254068735,0.054781212,-0.221685457,-0.583707415,0.006906549,0.998573747,0.299926934,0.089444865
Q8WYA6,ENSG00000132792,0.866960549,-0.151808286,0.13777285,0.37220189,0.000120373,0.424737084,0.20145489,0.039705753
P49321,ENSG00000132780,2.280389144,-0.221965205,0.150315099,0.514646823,7.63E-05,0.734574246,0.488390468,0.10213008
F5GX64,ENSG00000132740,0.785194212,-0.034688075,0.242863268,0.107617649,0.011485962,0.93378816,0.441471484,0.523278577
O15085,ENSG00000132694,-0.245389933,0.23276895,0.074377762,-0.18681322,0.022002777,0.138603523,0.589398091,0.118132932
P48681,ENSG00000132688,-1.754398425,0.516776156,0.204096062,0.263628346,0.106800757,0.232169948,0.518766419,0.407149211
Q13733,ENSG00000132681,-0.90921411,-0.080961632,-0.063156948,-0.494447455,0.031809234,0.472084718,0.711026549,0.203167731
Q7Z7F0,ENSG00000132680,1.069780167,-0.281021128,-0.096270101,0.098242733,0.008690435,0.313803618,0.858937569,0.605487882
P51398,ENSG00000132676,1.105638371,0.025715783,0.16885987,0.330979406,0.000385522,0.699674035,0.280745873,0.098250102
P18433,ENSG00000132670,0.745866311,0.180716431,-0.34767037,-0.737167862,0.00148001,0.496541129,0.1401438,0.043135511
Q9H1D9,ENSG00000132664,1.227926647,-0.408271258,-0.089926398,-0.113718169,0.000124234,0.395953267,0.771522237,0.875039869
P12004,ENSG00000132646,1.608924777,-0.324610645,0.269480937,0.650057856,0.001839552,0.780308596,0.436549,0.127923999
Q5JX83,ENSG00000132622,-1.702399244,-0.488503099,-0.069332184,-0.56200719,0.005323703,0.147681348,0.460222142,0.103300961
Q765P7,ENSG00000132613,-0.98865513,0.920884186,0.470270626,0.174092936,0.022831217,0.007737152,0.080060156,0.328307264
Q9UN37,ENSG00000132612,-0.244794406,-0.160013119,-0.200181448,-0.131880242,0.053613403,0.052720698,0.189807951,0.094840013
Q15554,ENSG00000132604,0.349266867,-0.306302651,-0.042562266,0.140252868,0.004769848,0.0397251,0.900202446,0.122766939
Q9Y221,ENSG00000132603,0.757972145,-0.77112006,-0.415024564,0.529196826,0.002407757,0.076963399,0.255980659,0.055277876
Q14254,ENSG00000132589,1.1682743,0.137505968,-0.17718207,-0.286761802,0.00117095,0.840277404,0.424799354,0.245711116
Q99470,ENSG00000132581,-3.220719336,-0.735802187,0.078650114,-0.469913977,0.000252405,0.023205604,0.628501187,0.05246981
H0YB34,ENSG00000132541,0.1053396,0.853511797,0.498824773,0.125120751,0.209907144,0.001910075,0.007097146,0.466969894
I3L3Y9,ENSG00000132522,0.330396084,0.080571055,0.208061567,0.108125416,0.014642872,0.386740648,0.44720375,0.247886704
P63241,ENSG00000132507,0.415765414,0.308238936,0.242443026,0.213161414,0.017152947,0.016837105,0.049242063,0.262002562
O95218,ENSG00000132485,0.047106302,-0.288524065,-0.032515658,0.292764909,0.56727697,0.400320618,0.919597883,0.142436343
Q96LD4,ENSG00000132481,0.938167238,0.430036004,-0.77694481,-1.723302359,0.016217043,0.560923303,0.146724204,0.063987058
P84243,ENSG00000132475,0.946091689,0.908202926,0.720592025,0.827156007,0.022727607,0.033870113,0.101835405,0.196172898
Q969T9,ENSG00000132471,1.339008652,0.106383,-0.584134906,-0.424887845,0.00081507,0.954135188,0.170861319,0.208330541
Q9NQZ2,ENSG00000132467,0.878084085,-0.142840692,0.300264118,0.598325158,0.00105648,0.683243454,0.153960948,0.042123507
O75179,ENSG00000132466,0.242154912,0.103484881,0.237230384,0.19620835,0.012559202,0.232169948,0.0525393,0.121655488
Q12849,ENSG00000132463,-0.331042989,-0.772139035,-0.019553644,0.291172496,0.046677919,0.018916759,0.916076798,0.065258734
Q9NS86,ENSG00000132434,0.138464754,-0.185143957,-0.231241434,0.006739067,0.026295113,0.05694997,0.051133555,0.844938068
P60059,ENSG00000132432,-0.692467166,0.478609686,0.501271035,0.498764603,0.008431695,0.025393,0.146789477,0.206872412
P57772,ENSG00000132394,-0.722905241,-0.123060842,-0.17475634,-0.118719296,0.000205686,0.184514278,0.119111414,0.164109222
P62253,ENSG00000132388,0.65881611,0.134217298,-0.00271348,0.157900817,6.59E-05,0.070155893,0.715681219,0.046473658
P27694,ENSG00000132383,1.061271917,-0.589792105,-0.255111282,0.301780404,0.000230912,0.073917161,0.335647796,0.100863358
Q9BQG0,ENSG00000132382,1.346493439,-0.317093284,-0.00368159,0.30242184,0.000188341,0.253733317,0.837746787,0.108646746
Q9BT40,ENSG00000132376,0.01301391,-0.051001641,-0.141011823,-0.189277869,0.872302058,0.602811857,0.299997394,0.185156404
A0A494C0R8,ENSG00000132361,0.483796396,-0.39063073,0.298927409,0.379220457,0.037546565,0.36341865,0.231723298,0.137348391
Q13131,ENSG00000132356,-0.683103111,-0.111919381,-0.050325465,-0.290573588,0.003693744,0.308747179,0.540108701,0.082716232
B5MDF5,ENSG00000132341,0.420564288,-0.136246512,-0.163459865,0.128752986,0.003393861,0.361461128,0.277164475,0.226939879
Q96I15,ENSG00000132330,0.921646804,0.146306594,0.087310719,0.09884383,6.31E-05,0.072997862,0.257125179,0.178845381
Q9H0C8,ENSG00000132323,1.452011833,-0.124046375,0.129308359,0.364728444,0.000247128,0.873459164,0.509672419,0.147929575
Q9NZE8,ENSG00000132313,1.156246256,0.264183871,0.172313292,0.328350518,0.007775768,0.192065563,0.327355509,0.237609765
C9J406,ENSG00000132305,0.429132066,-0.186453382,-0.247843969,0.088406011,0.004175707,0.650223051,0.627498476,0.136681203
Q16891,ENSG00000132305,0.070617549,0.022486996,0.107773198,0.049076825,0.057919853,0.419254773,0.032947373,0.052240517
Q96EY7,ENSG00000132300,0.881183894,-0.117512831,0.012434587,0.069494833,0.000154917,0.226124578,0.680126204,0.308543642
Q14156,ENSG00000132294,-0.817114351,0.094271208,0.132031761,-0.458393149,0.004342391,0.604726607,0.451272719,0.068322862
O43159,ENSG00000132275,0.556434467,-0.099739481,0.264037239,0.246062869,0.001023147,0.757091515,0.042641551,0.090447301
Q8IYM9,ENSG00000132274,-3.142697995,-0.171073072,-0.322943488,-0.139678228,0.000610916,0.496541129,0.170195303,0.582924083
Q9C035,ENSG00000132256,-0.736936273,-0.256157861,0.067388396,0.142268269,0.000650228,0.043636428,0.673064866,0.321615
Q9BXX0,ENSG00000132205,0.482864948,1.501205402,-0.363607688,-0.381149125,0.021480849,0.001725888,0.146136547,0.117599074
R4GNF8,ENSG00000132199,0.843603487,0.826923928,0.248828995,-0.117888643,0.006474835,0.001066435,0.06258774,0.561383174
Q8TEM1,ENSG00000132182,4.354015317,-0.020958435,-0.211814019,-0.076407251,0.000449189,0.752615702,0.675294299,0.683984931
P04049,ENSG00000132155,-0.83244695,0.084200161,-0.099422523,-0.340832027,0.039709724,0.79030589,0.663402455,0.141192394
H7BXY3,ENSG00000132153,0.264170238,-0.556538264,-0.002761971,0.181696467,0.067264792,0.113580394,0.760288642,0.210049812
Q92526,ENSG00000132141,1.438238026,0.774636026,0.665081518,0.067885352,0.002863861,0.027930351,0.155220401,0.945491664
Q15345,ENSG00000132128,0.105297626,0.20880987,0.355308743,0.475875914,0.332357125,0.167120967,0.180862958,0.040796428
P19474,ENSG00000132109,-0.755281887,-0.251687822,-0.367009441,-0.23209286,0.00327255,0.203021496,0.138047042,0.155962703
Q6P1N0,ENSG00000132024,0.932569077,0.04095735,0.014024306,-0.131094414,5.18E-06,0.176495546,0.757883249,0.084220098
P22670,ENSG00000132005,0.622407297,0.01090119,0.353277248,0.281477086,0.000533049,0.719733349,0.023915741,0.048327307
Q5XUX1,ENSG00000132004,0.013809476,-0.296268065,-0.414526601,-0.411610897,0.842780093,0.281755631,0.16140851,0.139564467
P25685,ENSG00000132002,0.754779782,-0.211428231,0.250096021,0.275312408,0.000723775,0.068233839,0.033033358,0.031492927
P17931,ENSG00000131981,-1.397659466,1.019296756,0.208579909,-0.27682232,0.000648678,0.003030651,0.14971588,0.07127607
Q9NZ32,ENSG00000131966,-0.735876591,-0.084801827,-0.036879904,0.028372034,0.003839792,0.468514959,0.68316569,0.999308521
Q15334,ENSG00000131899,0.670449642,-0.144652685,-0.313770489,-0.353570199,0.00824082,0.451582895,0.209374744,0.152669164
P09661,ENSG00000131876,1.105322875,0.080721875,0.180972349,0.393498912,0.000132899,0.454660902,0.213345297,0.057157415
Q9BQE4,ENSG00000131871,-0.815834575,-0.423488746,0.092020411,-0.091697884,0.001840379,0.072999729,0.39042841,0.5570731
A0A804HJ84,ENSG00000131844,1.149039431,0.235589033,-0.037936444,-0.006903164,0.000220655,0.036076924,0.749366208,0.959822894
P08559,ENSG00000131828,0.504885552,-0.015773361,-0.058380599,0.113663059,0.000407498,0.666241862,0.349133641,0.198451955
O43741,ENSG00000131791,-1.644951883,-0.059438848,0.01574661,-0.157369488,0.002509698,0.615245484,0.890752385,0.330937836
O96011,ENSG00000131779,-1.198706076,-0.137148398,-0.221392435,-0.206364602,0.005537747,0.454660902,0.286165248,0.289262378
A0A0A0MSH9,ENSG00000131778,0.919865294,-0.285723766,0.11915611,0.354736941,0.00275957,0.480479583,0.473766856,0.125181853
O75525,ENSG00000131773,0.17650814,0.207072671,0.216930331,0.075205415,0.246703084,0.214834614,0.388025426,0.778727495
P11388,ENSG00000131747,2.866184693,-0.428519908,0.060160315,0.608799909,2.82E-06,0.361228397,0.689961476,0.068413023
Q5JSH3,ENSG00000131725,-0.008335029,-0.118395858,-0.16031424,-0.274480754,0.835781728,0.215756646,0.142315536,0.061023486
P46821,ENSG00000131711,-1.981238174,0.098843758,-0.370419127,-0.559601137,0.007119855,0.947827956,0.227862954,0.12442299
Q86W42,ENSG00000131652,1.552286441,0.097569814,0.230155133,0.551178222,0.000204563,0.531435235,0.253286372,0.052037764
Q13136,ENSG00000131626,0.114154033,-0.101597277,-0.088205501,-0.163520915,0.176108202,0.304118966,0.384409898,0.12442299
Q96P50,ENSG00000131584,-1.548167136,-0.017395368,0.273627827,0.428927107,7.72E-05,0.848358625,0.037319951,0.10795185
Q96A65,ENSG00000131558,-0.270178614,0.1085041,-0.057597219,-0.277354738,0.038719639,0.524496643,0.52458078,0.094920317
O60610,ENSG00000131504,0.096722014,-0.299810334,-0.320254878,0.028361078,0.235941891,0.10344077,0.095863536,0.650298372
E9PDP5,ENSG00000131503,0.313816512,0.230517485,0.118188813,0.133152926,0.154021778,0.219554092,0.533197423,0.289856759
O43678,ENSG00000131495,0.554670955,0.159311027,-0.119763591,0.04189486,0.016013008,0.462128705,0.850536284,0.706271717
Q9BRG1,ENSG00000131475,-0.265011228,0.542065095,0.500876837,-0.083254156,0.107423858,0.046949451,0.077390597,0.510754715
P53396,ENSG00000131473,-1.02159535,-0.454749062,-0.058220685,-0.49020499,9.68E-05,0.002004292,0.20899534,0.006945913
P61353,ENSG00000131469,-0.152073904,-0.129061916,0.039219564,0.147584228,0.281140569,0.512913695,0.566769578,0.15422553
P61289,ENSG00000131467,0.971990174,-0.333723538,0.179196985,0.478411172,0.004011406,0.534015733,0.410149838,0.107948192
P23258,ENSG00000131462,0.129000011,-0.245681187,0.023254985,0.006720477,0.123175037,0.081425888,0.60064586,0.738965212
O94808,ENSG00000131459,-2.529914767,-0.068027453,0.65514622,0.468966198,0.026794558,0.901576231,0.099616781,0.153266466
P26572,ENSG00000131446,-2.274463241,0.038685319,0.063118362,-0.304751823,8.26E-06,0.312487345,0.139032119,0.032518215
