accession,ENSEBL,K198R_S,K198R_M,R47G,D156E,pval_K198Rs,pval_K198Rm,pval_R47G,pval_D156E
Q9BR61,ENSG00000230124,-0.212529563,0.020482221,0.144722966,-0.079174538,0.184408288,0.871706391,0.344039796,0.760019081
A0A140T998,ENSG00000230034,-2.280889151,0.596705181,0.063288524,-0.379679042,0.000273635,0.098771299,0.80559437,0.058184236
A0A0A0MSK2,ENSG00000229833,1.426083159,-0.178541793,-0.575883236,-0.139238138,0.009858129,0.782554145,0.238699315,0.701796858
P00374,ENSG00000228716,1.596426173,-0.798227867,0.061421312,0.27708051,0.004694589,0.571311895,0.720093553,0.441468147
Q969E2,ENSG00000227500,-0.249073086,-0.058168147,-0.268726697,-0.382731306,0.031678963,0.400777645,0.08179167,0.058506965
O15213,ENSG00000227057,1.231328318,0.004769402,0.170666545,0.438568636,0.000474267,0.832748154,0.307817372,0.066417501
Q9UMY1,ENSG00000225921,1.256650889,-0.086771715,0.247340914,0.444816332,7.26E-05,0.906013046,0.127276116,0.046969415
A0A7P0T9G4,ENSG00000225830,-0.090039719,-1.101419675,-0.945395195,-0.5947527,0.464880796,0.053305404,0.047015308,0.07833124
Q9BXS9,ENSG00000225697,0.646917381,0.425282584,0.473221842,0.268373418,0.002813653,0.075013856,0.033956646,0.222846842
A0A140T9U0,ENSG00000225691,-5.276888651,2.427732777,-4.027263204,-3.99006618,0.044695868,0.001018773,0.123064195,0.1094162
I3L2L5,ENSG00000225663,-0.001792004,0.175604867,0.297287583,0.033192109,0.621659095,0.138603523,0.053050696,0.756823728
Q2L6G2,ENSG00000224608,-2.173758064,1.367406654,-1.588950085,-1.763734189,0.003285512,0.001242441,0.02505586,0.037150599
P0DJ93,ENSG00000224531,2.161854937,-0.258752511,-0.586464383,-0.024535411,0.0067752,0.155743129,0.108073825,0.772391943
F5GXS0,ENSG00000224389,-2.068308681,1.153515004,0.146457402,-1.144992933,0.045973696,0.068478513,0.973862735,0.156986075
E9PFT6,ENSG00000223609,-0.694634791,1.342234562,-0.393675075,-0.783395263,0.097669957,0.013543543,0.319866607,0.143211532
Q5SS57,ENSG00000223532,-1.900548876,0.203818952,-2.376224757,-2.404789891,0.001408881,0.304118966,0.008659507,0.015752013
Q5RKV6,ENSG00000223496,1.591626624,0.015198902,0.484074897,0.296901145,1.35E-05,0.748293014,0.019067178,0.055277876
Q9Y5Q0,ENSG00000221968,-1.973945461,1.234762779,0.307943677,-0.470318487,0.003378128,0.016617365,0.314091504,0.109950163
O95361,ENSG00000221926,-1.384014816,1.068805,-0.198808973,-0.04101871,0.000268935,0.030687433,0.382274856,0.721309105
P63151,ENSG00000221914,-0.453621393,0.207610984,0.170247581,0.067927914,0.014695884,0.232169948,0.358375207,0.828301791
F6U1T9,ENSG00000221823,0.370457255,0.489162612,0.121513394,-0.327610073,0.001178618,0.015679917,0.222793476,0.48704715
J3QRU4,ENSG00000220205,0.833606701,0.599704285,0.61382797,0.204868426,0.001894269,0.089527984,0.033100708,0.689706395
B7ZBB8,ENSG00000219607,-0.963189057,0.598124344,0.029875349,-0.485239964,0.029798521,0.09616043,0.966714058,0.181822784
Q8NAF0,ENSG00000218891,-0.096017303,0.058743645,0.112135473,-0.306260535,0.438970744,0.960777022,0.842632956,0.182062507
Q9P273,ENSG00000218336,-0.818917792,-0.22808431,0.180710962,0.636302139,0.000253091,0.060091553,0.050845792,0.023193647
Q9UBR5,ENSG00000217555,-1.201106045,-0.029722876,0.002144745,-0.174895902,5.40E-05,0.692347134,0.994372433,0.069483177
Q96M83,ENSG00000216937,-0.135686723,-1.021947117,-0.448518012,-0.033400186,0.028287242,0.008709959,0.055268651,0.570348341
H0Y5F2,ENSG00000215910,1.180986792,-0.372529206,-1.035767681,0.195285702,0.014888156,0.258560159,0.141539615,0.356133197
Q8NDH3,ENSG00000215440,-3.009692605,0.04945182,-0.035867396,-0.07263152,0.002718047,0.97711344,0.761349664,0.613116773
Q13838,ENSG00000215425,1.220847784,-0.083913677,0.098194213,0.395093696,9.79E-05,0.689197486,0.415018691,0.060488161
Q9H269,ENSG00000215305,-0.377456305,-0.09786923,-0.097465582,-0.155437967,0.006234358,0.26466944,0.263227176,0.126204314
A0A2R8YCW1,ENSG00000215301,0.674831949,-0.146228755,-0.053378409,0.14552006,0.000423411,0.322005177,0.781988933,0.156384046
Q7L8L6,ENSG00000215251,1.409159808,0.105207753,0.13346529,0.533198012,0.000622464,0.336569998,0.443226794,0.03166611
P98088,ENSG00000215182,-1.175941526,0.584196995,-0.234163379,-0.386430805,0.003334585,0.027654977,0.227699155,0.116955272
Q99623,ENSG00000215021,0.619096197,0.038651444,-0.053573172,0.116436367,6.97E-06,0.489326292,0.11078904,0.06371069
A8MU46,ENSG00000214872,0.544508469,0.34587459,0.750105927,0.391832285,0.011476939,0.120303164,0.190458502,0.355361619
Q12894,ENSG00000214706,0.244615308,0.17681483,0.105658518,0.283879718,0.051170465,0.31065613,0.299997394,0.090447301
S4R410,ENSG00000214655,0.520208209,0.028657024,0.061832798,-0.097127551,0.001228311,0.626818387,0.424005277,0.454147696
Q9Y570,ENSG00000214517,-0.240677307,-0.148440559,-0.107952524,0.044919471,0.00342674,0.055121914,0.114993525,0.583903041
Q68CZ6,ENSG00000214367,1.218933787,0.108505473,0.229088042,0.539395906,0.000835057,0.5635404,0.337870329,0.093698388
Q9Y3D6,ENSG00000214253,-0.225997661,0.051131823,0.201089642,0.069214083,0.078712827,0.908092946,0.483757505,0.992831549
C9J7S5,ENSG00000214160,-0.066699,-0.081917682,0.098707304,-0.023109858,0.414668689,0.403022193,0.177400306,0.822369981
B0QZ18,ENSG00000214078,0.097979045,-0.404710286,-0.781476589,0.32296526,0.06612605,0.016020289,0.008659507,0.02124878
E9PN41,ENSG00000214063,-3.70364421,-0.200292897,0.077133758,-0.70584104,0.000153327,0.135643302,0.531413142,0.020438093
Q16540,ENSG00000214026,1.094927877,0.058815198,0.010226657,0.349567669,0.001093782,0.752615702,0.917069134,0.167476443
A0A7P0T906,ENSG00000213995,-0.925797428,0.037825621,-0.040100614,-0.311441461,0.009183832,0.883945832,0.61248242,0.145526099
O14907,ENSG00000213977,-1.4703225,0.193868631,0.253480883,0.144665387,1.40E-05,0.040080092,0.071105923,0.130456196
A8MXV4,ENSG00000213965,1.549054862,0.006099986,0.512315085,0.559560864,0.028484239,0.969963123,0.202788375,0.072131562
P56199,ENSG00000213949,0.253086221,0.662829669,-0.431938334,-0.186444425,0.130381456,0.017327099,0.094443629,0.245711116
P07902,ENSG00000213930,0.071907206,0.069743842,-0.194211227,-0.486740303,0.848875325,0.881767066,0.35062105,0.102165683
Q00978,ENSG00000213928,-2.283215269,0.112929564,-0.597251059,-0.774268842,0.001610685,0.405123164,0.077390597,0.058506965
Q86V88,ENSG00000213920,-0.308133009,-0.271094539,0.203380897,0.352901142,0.118493924,0.398714481,0.134336184,0.188947735
Q9H0S4,ENSG00000213782,1.215025208,-0.260978216,0.086374898,0.401473092,0.000263968,0.35577504,0.53561082,0.069805893
Q92759,ENSG00000213780,0.490025826,0.104402411,0.156017867,0.274919526,0.000194634,0.234289487,0.041635609,0.070869858
O95865,ENSG00000213722,-1.038526927,0.533663691,0.004181973,-0.299159067,0.001051673,0.00731896,0.890503352,0.068371921
O00299,ENSG00000213719,-0.794067915,-0.29641138,-0.563814675,-0.011444363,0.00047798,0.02120699,0.011930689,0.634357441
Q8N357,ENSG00000213699,-2.070595716,-0.194474167,-0.105957859,-0.654736656,0.010594968,0.613141489,0.779170478,0.150646315
Q9NZQ3,ENSG00000213672,-0.412144512,0.167249305,-0.127085673,-0.01773266,0.005875767,0.111970579,0.29989214,0.991713349
P62140,ENSG00000213639,-0.532139652,0.576044459,0.586590807,0.257482347,0.012014625,0.017143506,0.024176475,0.40904232
O75489,ENSG00000213619,0.935155478,0.400715374,0.079154575,0.096927086,0.000536031,0.001151837,0.284521396,0.120084448
P06865,ENSG00000213614,0.13830599,-0.050260959,-0.235023521,-0.4841898,0.846751489,0.692365397,0.38657406,0.168988651
Q9Y320,ENSG00000213593,-0.360462939,-0.061999556,0.080248122,0.170068075,0.182035529,0.993428327,0.563859254,0.283979106
P21796,ENSG00000213585,-0.277498865,0.061031555,-0.008878782,0.031568309,0.009875781,0.766658083,0.642099761,0.987607238
H0YF29,ENSG00000213563,-0.517040056,-0.006515366,-0.050548437,0.004653404,0.025552094,0.894831134,0.820220681,0.898008379
Q8WXX5,ENSG00000213551,1.42116332,-0.392268856,0.248982914,0.638172595,0.003842095,0.724590472,0.456906973,0.132962165
Q9HD15,ENSG00000213523,-0.544119011,0.089321151,-0.164476369,-0.310963021,0.010475856,0.842223035,0.255467172,0.097120459
Q96E39,ENSG00000213516,0.434904122,-0.048836337,-0.14497497,-0.119600003,0.013622692,0.799229777,0.476218698,0.438184154
P36404,ENSG00000213465,0.210780089,0.31131701,0.247845422,-0.216233152,0.028168933,0.026713121,0.061370259,0.138520392
P57105,ENSG00000213463,0.964160829,0.205892672,-0.063067695,-0.04624256,0.014695884,0.114682194,0.413139664,0.237609765
F6RY50,ENSG00000213445,1.147497131,1.101274701,1.06691436,0.967261578,0.000218485,0.013511308,0.048248389,0.110294713
A6NDA1,ENSG00000213397,1.458665449,0.408237027,0.336683737,0.256913135,0.000217166,0.248010125,0.182467247,0.351477067
R4GMS4,ENSG00000213390,2.566406025,0.156683647,0.220533685,0.108864148,2.82E-06,0.695162669,0.687454721,0.735035819
Q96MW5,ENSG00000213380,-0.203618821,0.274858683,0.12159452,0.317988176,0.009237248,0.118930349,0.2428365,0.070931178
P28161,ENSG00000213366,-3.268293799,0.252893433,-0.312146923,-0.665908801,0.003602007,0.503084786,0.251822406,0.097517415
O15111,ENSG00000213341,0.244522873,-0.066690685,-0.087250906,-0.282513062,0.002474635,0.297786801,0.306083245,0.039705753
Q9BXR0,ENSG00000213339,0.566913692,0.525196036,0.284188728,0.293328023,0.00087531,0.00345387,0.068940515,0.050680993
P01111,ENSG00000213281,-0.277792297,0.298593151,0.254517392,-0.123550693,0.257445746,0.320108541,0.396329327,0.791377236
P50238,ENSG00000213145,-5.87272775,0.363082564,-1.664699518,-0.174964221,0.001539704,0.152235414,0.025056491,0.419302468
Q9UPN6,ENSG00000213079,0.663527129,-0.079567669,0.172166105,0.156590562,0.001895551,0.794665888,0.246358725,0.237609765
O95684,ENSG00000213066,0.726984518,-0.249480031,-0.326531888,0.128533702,0.00040989,0.111365054,0.081386246,0.209980245
P37198,ENSG00000213024,0.901673117,-0.029147425,0.015326221,0.165257669,9.79E-05,0.718551311,0.498813206,0.135796355
Q6P1K1,ENSG00000211584,1.217375963,1.265403157,0.748716391,0.128071766,0.010210458,0.007040499,0.102323316,0.878378214
Q15631,ENSG00000211460,-0.046320357,-0.002812566,-0.081965842,-0.016558716,0.178228208,0.79752378,0.198140544,0.488700921
A0A5F9ZHN7,ENSG00000211456,-0.811271877,0.020302043,0.02204518,-0.110458296,1.04E-05,0.780308596,0.369970444,0.07585928
Q9Y2H1,ENSG00000211455,0.016404928,-0.519683239,-0.507686515,-0.385607776,0.839951423,0.027654977,0.085190641,0.077360995
H0YE28,ENSG00000211450,1.48203972,0.051633084,0.030764857,0.080628018,0.00013198,0.492625159,0.724351165,0.34726178
O15084,ENSG00000206560,0.42654088,0.034695666,-0.391269089,0.008175913,0.000288854,0.689458077,0.054124071,0.949608518
Q6Y1H2,ENSG00000206527,0.2789011,0.117464666,0.125074748,0.184864424,0.015041756,0.314202896,0.160154305,0.152692635
A0A140T8Y4,ENSG00000206505,-4.592745046,-4.764303517,-4.389642791,-4.389065045,0.184767903,0.298220986,0.298690905,0.257583171
P04439,ENSG00000206503,-0.40670544,0.081184835,0.428683373,0.270705353,0.219642766,0.925592491,0.451272719,0.707857126
A0A3B3ITT1,ENSG00000206418,-0.486905208,-0.040245119,-0.282419228,-0.277296776,0.005428199,0.508080541,0.073588297,0.077757583
Q8N1B4,ENSG00000206286,0.49132231,0.347994718,0.34267161,0.227383172,0.023062476,0.099934997,0.134457819,0.233338681
O15211,ENSG00000206282,0.194667926,0.082374124,-0.191066414,-0.164086093,0.144323169,0.743452352,0.440514755,0.444022467
Q9H910,ENSG00000206053,0.973567929,-0.164505882,0.017027602,-0.094392707,0.000423411,0.58122599,0.747985182,0.895479633
Q96DA6,ENSG00000205981,0.944345996,0.158566152,-0.115625167,0.094721684,1.52E-05,0.091811421,0.317294075,0.265733913
H3BMM9,ENSG00000205937,-0.176712931,-0.186795602,0.239468147,0.121035044,0.254232152,0.243502405,0.039610226,0.131497232
A6NFI3,ENSG00000205903,0.633765661,-0.407950438,-1.009221115,-0.24506626,0.006899927,0.351492994,0.10672893,0.575144653
O95825,ENSG00000205758,-0.409604832,0.120245392,-0.071174638,-0.024860909,0.007291177,0.27376044,0.451004867,0.74140104
Q15811,ENSG00000205726,-0.674956081,-0.024906375,-0.26674204,-0.375303278,0.009339395,0.698481669,0.155974448,0.09169662
Q92784,ENSG00000205683,-1.4785358,-0.202738695,-0.024371299,-0.379716488,0.001746045,0.435927882,0.734372398,0.116955272
Q9UIC8,ENSG00000205629,0.392446749,-0.095827819,-0.274136358,-0.261227883,0.002536408,0.320651591,0.088781335,0.065475199
P05114,ENSG00000205581,0.519286301,-0.050676182,-0.241655141,0.08709549,0.010146615,0.875294984,0.194269363,0.349420943
P62328,ENSG00000205542,1.295110026,0.865186248,0.509360459,-0.264193436,0.005676169,0.026866059,0.213432846,0.381312828
Q99733,ENSG00000205531,-0.142197392,0.047762948,0.030478915,0.050020115,0.10164302,0.375355679,0.536298749,0.320182909
P02538,ENSG00000205420,-1.600739194,-0.861522102,-0.694639284,-0.702923853,0.018548498,0.121920182,0.173203621,0.157050135
Q5K651,ENSG00000205413,-1.380200695,-0.011775588,0.179766199,-0.161312861,0.001938554,0.834938579,0.170524602,0.430533073
Q7Z6L1,ENSG00000205356,0.055597726,0.220351456,0.108724868,-0.032338901,0.943174666,0.27246515,0.793498238,0.660881236
O95373,ENSG00000205339,-0.474073427,-0.070136288,0.341905607,0.244150019,0.023346238,0.81800369,0.056657428,0.09986617
O60749,ENSG00000205302,-0.191414093,0.057711284,-0.068808563,-0.07349091,0.010379079,0.533778986,0.236822994,0.184076217
H3BVE4,ENSG00000205250,-0.160615112,0.128915201,0.142239772,-0.014980402,0.029596227,0.151448034,0.139715427,0.992831549
P40306,ENSG00000205220,-1.326399435,0.551940026,-0.310261493,-0.476088754,0.011614432,0.057146614,0.450682414,0.189184645
Q96DT7,ENSG00000205189,2.380783259,-0.288633765,-0.390908185,0.236816872,0.001162156,0.245385739,0.14562238,0.139019715
Q629K1,ENSG00000205133,-1.417998049,-0.422628843,-0.741479323,-0.444885403,0.000495388,0.018959139,0.013798233,0.03166611
E7EQ64,ENSG00000204983,-4.431902435,-1.404504302,-1.380633384,-1.185994155,0.013381016,0.102611155,0.109331654,0.113761906
A0A804CDA6,ENSG00000204843,-0.934344993,-0.075753276,-0.09931807,-0.157643992,0.00157261,0.38973154,0.307245557,0.152063765
F8W0B5,ENSG00000204842,0.424256878,-0.066053314,-0.046329882,-0.025858158,0.003991782,0.809161483,0.760489932,0.750324416
A0A5F9ZHW5,ENSG00000204842,-0.825890606,-0.090579952,0.09489907,-0.184728252,1.81E-05,0.14127486,0.300851516,0.163503902
Q96EL3,ENSG00000204822,1.30687362,0.156075189,0.172451958,0.296052329,0.000179355,0.34212637,0.30079948,0.122967698
A6NMK8,ENSG00000204767,-1.091524373,-0.091461902,0.755764086,-0.110516397,0.000204563,0.514478719,0.020224123,0.662868548
U5GXS0,ENSG00000204740,-0.694193402,0.329932284,0.285687217,-0.176719464,0.001412689,0.078327526,0.106347549,0.192598675
P14373,ENSG00000204713,1.054066568,-0.330301969,-0.10467691,0.015983803,6.03E-05,0.051509523,0.367919368,0.818401654
Q96B36,ENSG00000204673,-0.251903152,0.286920186,0.418345287,-0.061865243,0.091425277,0.033198877,0.011782184,0.932455695
D6RF23,ENSG00000204628,-0.13713143,-0.511551881,-0.899034172,0.166568526,0.5778395,0.247910604,0.12568276,0.656612792
P63244,ENSG00000204628,-0.1808117,-0.033268079,0.247697785,0.137975815,0.140800909,0.909006613,0.077779769,0.187419825
P36915,ENSG00000204590,0.968193904,-0.076245154,-0.124029355,-0.170641039,1.22E-05,0.268288906,0.080029438,0.051527926
Q8NE71,ENSG00000204574,0.522530214,0.314621064,0.243949095,0.059984229,0.000128518,0.006132188,0.024891873,0.754007007
Q96QC0,ENSG00000204569,1.298272561,0.017213417,0.328367393,0.453687805,0.000412127,0.831697881,0.182089633,0.093372172
Q9Y676,ENSG00000204568,1.193543971,-0.270504547,-1.220391501,0.073732935,0.00149365,0.534112173,0.023256906,0.44219861
O60231,ENSG00000204560,1.640357598,0.007360306,0.330127313,0.49357591,3.95E-05,0.76621763,0.072003317,0.033903703
Q29980,ENSG00000204516,3.916905259,-0.34957007,0.008809611,-1.776265696,0.000124888,0.658896571,0.93469733,0.258313575
P48634,ENSG00000204469,0.757717506,-0.245123119,-0.084785858,0.139213558,0.000682309,0.129198401,0.742083081,0.105364472
P67870,ENSG00000204435,0.8703982,-0.167791538,0.240868593,0.297819296,2.04E-05,0.114015796,0.028623188,0.039706608
Q9Y333,ENSG00000204392,0.412312431,-0.087246933,0.009610957,0.177370751,0.003182303,0.628635971,0.777551985,0.111901854
Q6UX15,ENSG00000204381,-1.880182393,0.391928045,-0.433497662,0.187127833,0.000316523,0.027117967,0.032041329,0.493504606
A2ABF8,ENSG00000204371,0.943651158,-0.21858999,0.257643258,0.128891288,0.000418398,0.320798993,0.071433493,0.267341682
O14521,ENSG00000204370,2.057576152,0.320387599,-0.371567772,0.056479973,0.00078518,0.234519489,0.292565,0.869714996
P18615,ENSG00000204356,0.288255256,-0.644052419,-0.204276311,0.154218757,0.01723297,0.067962288,0.727086531,0.282356387
Q15477,ENSG00000204351,-0.194390215,-0.092980355,0.031540688,-0.227221884,0.087944066,0.397124263,0.983641851,0.12442299
Q96DV4,ENSG00000204316,1.142744667,0.351963573,0.263021199,0.386655127,0.000385522,0.090303351,0.173245333,0.096816429
Q99943,ENSG00000204310,0.082149296,0.121380938,0.107420856,-0.029774679,0.846270407,0.758419669,0.801134847,0.774819432
A0A087X0K0,ENSG00000204291,-1.484330801,2.760461133,1.437811672,1.250342194,0.0049613,0.009751188,0.00299368,0.050524241
Q03519,ENSG00000204267,-0.562484716,0.014902882,-0.26585021,-0.249528703,0.009243839,0.93378816,0.135509635,0.12442299
P05997,ENSG00000204262,-1.982542941,0.479798078,-0.386737013,-0.128876104,0.002920908,0.072051117,0.147873288,0.402785065
A0A3B3IRH9,ENSG00000204262,-5.169021559,-0.30881612,-0.405327763,-0.502800241,0.007039985,0.410364372,0.33502464,0.228996962
P28702,ENSG00000204231,0.115996107,0.263149534,0.643291538,0.651428519,0.418230693,0.239223983,0.037685461,0.094874145
Q06587,ENSG00000204227,0.763884326,-0.270349092,0.143001692,0.160011596,0.001572431,0.403157378,0.295670591,0.21857226
O15212,ENSG00000204220,0.631780968,-0.010993185,-0.152660923,-0.113472276,0.049791852,0.932565874,0.043919842,0.067108838
Q13873,ENSG00000204217,-0.391105328,0.12657095,-0.135269325,0.067955986,0.035710126,0.505407749,0.282709792,0.587389684
Q9UER7,ENSG00000204209,0.872347422,-0.009226681,0.201270692,0.360178339,0.000749101,0.537673487,0.111271806,0.038537797
Q9BW19,ENSG00000204197,2.635486441,-0.532537689,0.111256347,0.681738377,1.60E-05,0.448842446,0.636124143,0.087039391
Q8N5G2,ENSG00000204178,-0.567462521,-0.347140824,0.055930028,0.14204129,0.007595315,0.092281042,0.555297718,0.204641422
Q8IZ21,ENSG00000204138,0.59786237,0.048901017,0.062013839,0.119078655,0.000350751,0.538527697,0.521193049,0.219216646
H0YD93,ENSG00000204130,-1.427773789,0.027935028,0.188435713,-0.163813163,2.82E-06,0.548704686,0.011284761,0.022570363
Q6Y7W6,ENSG00000204120,0.129904755,-0.300020536,-0.279059787,0.193057383,0.151257457,0.147617332,0.176937319,0.127017601
Q8TDR0,ENSG00000204104,0.199194415,-0.007358784,-0.569728922,-0.308402084,0.575823098,0.87296804,0.203918132,0.32106891
Q9BWD3,ENSG00000203950,0.450785251,0.394656498,-0.173683443,-0.14952427,0.174260552,0.146139228,0.387654148,0.440116924
P31150,ENSG00000203879,-0.326804289,0.009403679,-0.028726891,-0.17427006,0.034478658,0.827124224,0.631815972,0.183750623
Q5QNW6,ENSG00000203814,0.765874713,0.414904083,1.091617769,0.382643216,0.007810891,0.063388657,0.045069682,0.257857456
Q5JPI9,ENSG00000203791,-0.016673118,-0.102547563,-0.235527232,-0.052122116,0.704600334,0.689622335,0.153931315,0.994177969
Q5T749,ENSG00000203786,-3.424387726,-1.074728082,-1.280726112,-0.672755003,0.01476646,0.136928753,0.125310939,0.17821042
Q5RI15,ENSG00000203667,-1.236975096,0.127850966,-0.0385184,0.137675276,1.35E-05,0.099412426,0.834495122,0.037310097
A0A6Q8PGN3,ENSG00000203485,-1.780909061,-0.088693759,-0.078779118,-0.022602653,0.000776068,0.37471934,0.396007264,0.647140113
O43164,ENSG00000198961,-0.13312983,-0.225672281,-0.094568394,-0.036590358,0.421616442,0.268288906,0.697333642,0.99822884
P21980,ENSG00000198959,-3.657559505,-0.368520492,-0.430290818,-1.553022726,0.004343531,0.238120316,0.202423884,0.055215102
A0A6Q8PH45,ENSG00000198954,0.502742105,0.145431791,0.54180729,0.226274706,0.005745334,0.269018591,0.023915741,0.129288529
Q9UPR3,ENSG00000198952,0.123484699,-0.367939742,-0.242235394,-0.136893543,0.005719539,0.015511058,0.013271331,0.147701587
P17050,ENSG00000198951,-1.359716324,0.132929782,0.028009311,-0.26801342,0.004201199,0.696014068,0.907474078,0.170542324
